title_key,author_key,title,author,genre,first_year,last_year,appear_count,avg_rating,avg_reviews,max_reviews,avg_price,title_length,title_word_count,has_colon,has_number,duration,is_multi_year_bestseller,is_long_seller,has_reentry
chicka chicka boom boom board book,bill martin jr,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,Fiction,2020,2020,1,4.9,30145.0,30145.0,5.0,36,6,0,0,1,0,0,0
how to catch a unicorn,adam wallace,How to Catch a Unicorn,Adam Wallace,Fiction,2020,2020,1,4.8,29902.0,29902.0,5.0,22,5,0,0,1,0,0,0
inferno,dan brown,Inferno,Dan Brown,Fiction,2013,2013,1,4.1,29651.0,29651.0,14.0,7,1,0,0,1,0,0,0
american marxism,mark r levin,American Marxism,Mark R. Levin,Non Fiction,2021,2021,1,4.9,29510.0,29510.0,14.0,16,2,0,0,1,0,0,0
the handmaids tale,margaret atwood,The Handmaid's Tale,Margaret Atwood,Fiction,2017,2017,1,4.3,29442.0,29442.0,7.0,19,3,0,0,1,0,0,0
air fryer cookbook 600 effortless air fryer recipes for beginners and advanced users,jenson william,Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,Non Fiction,2022,2022,1,4.4,29402.0,29402.0,11.0,85,13,1,1,1,0,0,0
the splendid and the vile a saga of churchill family and defiance during the blitz,erik larson,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,Non Fiction,2020,2020,1,4.7,26537.0,26537.0,17.0,85,15,1,0,1,0,0,0
little fires everywhere,celeste ng,Little Fires Everywhere,Celeste Ng,Fiction,2018,2018,1,4.5,25706.0,25706.0,12.0,23,3,0,0,1,0,0,0
grey fifty shades of grey as told by christian fifty shades of grey series,e l james,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,Fiction,2015,2015,1,4.4,25624.0,25624.0,14.0,77,14,1,0,1,0,0,0
publication manual of the american psychological association 7th edition official 2020 copyright,american psychological association,"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,Non Fiction,2021,2021,1,4.8,25374.0,25374.0,21.0,99,12,1,1,1,0,0,0
the love hypothesis,ali hazelwood,The Love Hypothesis,Ali Hazelwood,Fiction,2022,2022,1,4.6,24858.0,24858.0,11.0,19,3,0,0,1,0,0,0
how to be an antiracist,ibram x kendi,How to Be an Antiracist,Ibram X. Kendi,Non Fiction,2020,2020,1,4.7,24386.0,24386.0,17.0,23,5,0,0,1,0,0,0
magnolia table volume 2 a collection of recipes for gathering,joanna gaines,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,Non Fiction,2020,2020,1,4.9,24352.0,24352.0,17.0,63,10,1,1,1,0,0,0
harry potter and the cursed child parts 1 2 special rehearsal edition script,jk rowling,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,Fiction,2016,2016,1,4.0,23973.0,23973.0,12.0,80,14,0,1,1,0,0,0
live free or die america and the world on the brink,sean hannity,Live Free Or Die: America (and the World) on the Brink,Sean Hannity,Non Fiction,2020,2020,1,4.8,23944.0,23944.0,13.0,54,11,1,0,1,0,0,0
from crook to cook platinum recipes from tha boss doggs kitchen snoop dogg cookbook celebrity cookbook with soul food recipes snoop dog x chronicle books,snoop dogg,"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,Non Fiction,2022,2022,1,4.8,23735.0,23735.0,13.0,160,25,1,0,1,0,0,0
fifty shades darker,e l james,Fifty Shades Darker,E L James,Fiction,2012,2012,1,4.4,23631.0,23631.0,7.0,19,3,0,0,1,0,0,0
sycamore row jake brigance,john grisham,Sycamore Row (Jake Brigance),John Grisham,Fiction,2013,2013,1,4.5,23114.0,23114.0,18.0,28,4,0,0,1,0,0,0
they both die at the end,adam silvera,They Both Die at the End,Adam Silvera,Fiction,2021,2021,1,4.7,22602.0,22602.0,8.0,24,6,0,0,1,0,0,0
orphan train,christina baker kline,Orphan Train,Christina Baker Kline,Fiction,2014,2014,1,4.6,21930.0,21930.0,11.0,12,2,0,0,1,0,0,0
1984 signet classics,george orwell,1984 (Signet Classics),George Orwell,Fiction,2017,2017,1,4.7,21424.0,21424.0,6.0,22,3,0,1,1,0,0,0
grumpy monkey,suzanne lang,Grumpy Monkey,Suzanne Lang,Fiction,2021,2021,1,4.8,20714.0,20714.0,7.0,13,2,0,0,1,0,0,0
fifty shades freed book three of the fifty shades trilogy fifty shades of grey series english edition,e l james,Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,Fiction,2012,2012,1,4.5,20262.0,20262.0,11.0,106,17,1,0,1,0,0,0
a game of thrones a clash of kings a storm of swords a feast of crows a dance with dragons,george r r martin,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,Fiction,2014,2014,1,4.7,19735.0,19735.0,30.0,98,24,0,0,1,0,0,0
a gentleman in moscow a novel,amor towles,A Gentleman in Moscow: A Novel,Amor Towles,Fiction,2017,2017,1,4.7,19699.0,19699.0,15.0,30,6,1,0,1,0,0,0
harry potter and the chamber of secrets the illustrated edition harry potter book 2,jk rowling,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,Fiction,2016,2016,1,4.9,19622.0,19622.0,30.0,87,14,1,1,1,0,0,0
get out of your head stopping the spiral of toxic thoughts,jennie allen,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,Non Fiction,2020,2020,1,4.7,19558.0,19558.0,14.0,59,11,1,0,1,0,0,0
human body activity book for kids handson fun for grades k3,phd katie stokes med,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",Non Fiction,2020,2020,1,4.7,19138.0,19138.0,5.0,62,11,1,1,1,0,0,0
12 rules for life an antidote to chaos,jordan b peterson,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,Non Fiction,2018,2018,1,4.7,18979.0,18979.0,15.0,39,8,1,1,1,0,0,0
origin a novel robert langdon,dan brown,Origin: A Novel (Robert Langdon),Dan Brown,Fiction,2017,2017,1,4.3,18904.0,18904.0,13.0,32,5,1,0,1,0,0,0
dog man mothering heights a graphic novel dog man 10 from the creator of captain underpants 10,dav pilkey,Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,Fiction,2021,2021,1,4.9,18740.0,18740.0,7.0,102,17,1,1,1,0,0,0
the big book of silly jokes for kids,carole p roman,The Big Book of Silly Jokes for Kids,Carole P. Roman,Non Fiction,2020,2020,1,4.7,18142.0,18142.0,6.0,36,8,0,0,1,0,0,0
the maid a novel,nita prose,The Maid: A Novel,Nita Prose,Fiction,2022,2022,1,4.3,17988.0,17988.0,17.0,17,4,1,0,1,0,0,0
divergent insurgent,veronica roth,Divergent / Insurgent,Veronica Roth,Fiction,2014,2014,1,4.5,17684.0,17684.0,6.0,21,3,0,0,1,0,0,0
paint by sticker kids unicorns magic create 10 pictures one sticker at a time includes glitter stickers,workman publishing,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,Non Fiction,2020,2020,1,4.8,17639.0,17639.0,7.0,108,18,1,1,1,0,0,0
november 9 a novel,colleen hoover,November 9: A Novel,Colleen Hoover,Fiction,2022,2022,1,4.7,17592.0,17592.0,13.0,19,4,1,1,1,0,0,0
10day green smoothie cleanse,jj smith,10-Day Green Smoothie Cleanse,JJ Smith,Non Fiction,2016,2016,1,4.7,17350.0,17350.0,8.0,29,4,0,1,1,0,0,0
wild from lost to found on the pacific crest trail,cheryl strayed,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Non Fiction,2012,2012,1,4.4,17044.0,17044.0,18.0,51,10,1,0,1,0,0,0
peril,bob woodward,Peril,Bob Woodward,Non Fiction,2021,2021,1,4.6,16861.0,16861.0,15.0,5,1,0,0,1,0,0,0
cant hurt me master your mind and defy the odds,david goggins,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,Non Fiction,2019,2019,1,4.8,16244.0,16244.0,18.0,49,10,1,0,1,0,0,0
modern comfort food a barefoot contessa cookbook,ina garten,Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,Non Fiction,2020,2020,1,4.8,16097.0,16097.0,19.0,49,7,1,0,1,0,0,0
american sniper the autobiography of the most lethal sniper in us military history,chris kyle,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Non Fiction,2015,2015,1,4.6,15921.0,15921.0,9.0,85,13,1,0,1,0,0,0
doctor sleep a novel,stephen king,Doctor Sleep: A Novel,Stephen King,Fiction,2013,2013,1,4.7,15845.0,15845.0,13.0,21,4,1,0,1,0,0,0
go set a watchman a novel,harper lee,Go Set a Watchman: A Novel,Harper Lee,Fiction,2015,2015,1,3.6,14982.0,14982.0,19.0,26,6,1,0,1,0,0,0
the racketeer,john grisham,The Racketeer,John Grisham,Fiction,2012,2012,1,4.3,14493.0,14493.0,18.0,13,2,0,0,1,0,0,0
the storyteller tales of life and music,dave grohl,The Storyteller: Tales of Life and Music,Dave Grohl,Non Fiction,2021,2021,1,4.8,14463.0,14463.0,18.0,40,7,1,0,1,0,0,0
the hill we climb an inaugural poem for the country,amanda gorman,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,Fiction,2021,2021,1,4.9,14385.0,14385.0,10.0,52,10,1,0,1,0,0,0
house of sky and breath crescent city,sarah j maas,House of Sky and Breath (Crescent City),Sarah J. Maas,Fiction,2022,2022,1,4.8,14327.0,14327.0,18.0,39,7,0,0,1,0,0,0
fifty shades trilogy fifty shades of grey fifty shades darker fifty shades freed,e l james,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Fiction,2012,2012,1,4.5,13964.0,13964.0,32.0,86,15,0,0,1,0,0,0
when breath becomes air,paul kalanithi,When Breath Becomes Air,Paul Kalanithi,Non Fiction,2016,2016,1,4.8,13779.0,13779.0,14.0,23,4,0,0,1,0,0,0
fire and fury inside the trump white house,michael wolff,Fire and Fury: Inside the Trump White House,Michael Wolff,Non Fiction,2018,2018,1,4.2,13677.0,13677.0,6.0,43,8,1,0,1,0,0,0
the guardians a novel,john grisham,The Guardians: A Novel,John Grisham,Fiction,2019,2019,1,4.5,13609.0,13609.0,14.0,22,4,1,0,1,0,0,0
harry potter paperback box set books 17,j k rowling,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Fiction,2016,2016,1,4.8,13471.0,13471.0,52.0,42,7,0,1,1,0,0,0
a dance with dragons a song of ice and fire,george r r martin,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,Fiction,2011,2011,1,4.4,12643.0,12643.0,11.0,45,10,0,0,1,0,0,0
dog man fetch22 from the creator of captain underpants dog man 8,dav pilkey,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,Fiction,2019,2019,1,4.9,12619.0,12619.0,8.0,70,12,1,1,1,0,0,0
big shot diary of a wimpy kid book 16,jeff kinney,Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,Fiction,2021,2021,1,4.9,12259.0,12259.0,7.0,37,9,0,1,1,0,0,0
and the mountains echoed,khaled hosseini,And the Mountains Echoed,Khaled Hosseini,Fiction,2013,2013,1,4.3,12159.0,12159.0,13.0,24,4,0,0,1,0,0,0
selflove workbook for women release selfdoubt build selfcompassion and embrace who you are selfhelp workbooks for women,megan logan msw lcsw,"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,Non Fiction,2021,2021,1,4.7,11921.0,11921.0,10.0,128,17,1,0,1,0,0,0
last week tonight with john oliver presents a day in the life of marlon bundo better bundo book lgbt childrens book,jill twiss,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,Fiction,2018,2018,1,4.9,11881.0,11881.0,13.0,119,21,0,0,1,0,0,0
twilight the twilight saga book 1,stephenie meyer,"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,Fiction,2009,2009,1,4.7,11676.0,11676.0,9.0,36,6,0,1,1,0,0,0
the total money makeover classic edition a proven plan for financial fitness,dave ramsey,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Non Fiction,2019,2019,1,4.7,11550.0,11550.0,10.0,78,12,1,0,1,0,0,0
killing jesus bill oreillys killing series,bill oreilly,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,2013,2013,1,4.5,11391.0,11391.0,12.0,46,6,0,0,1,0,0,0
being mortal medicine and what matters in the end,atul gawande,Being Mortal: Medicine and What Matters in the End,Atul Gawande,Non Fiction,2015,2015,1,4.8,11113.0,11113.0,15.0,50,9,1,0,1,0,0,0
the harbinger the ancient mystery that holds the secret of americas future,jonathan cahn,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Fiction,2012,2012,1,4.6,11098.0,11098.0,13.0,76,12,1,0,1,0,0,0
killing patton the strange death of world war iis most audacious general bill oreillys killing series,bill oreilly,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,2014,2014,1,4.6,10927.0,10927.0,6.0,107,16,1,0,1,0,0,0
the power of habit why we do what we do in life and business,charles duhigg,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Non Fiction,2012,2012,1,4.6,10795.0,10795.0,21.0,61,14,1,0,1,0,0,0
winter of the world book two of the century trilogy,ken follett,Winter of the World: Book Two of the Century Trilogy,Ken Follett,Fiction,2012,2012,1,4.5,10760.0,10760.0,15.0,52,10,1,0,1,0,0,0
rand mcnally 2022 large scale road atlas,rand mcnally,Rand McNally 2022 Large Scale Road Atlas,Rand McNally,Non Fiction,2022,2022,1,4.7,10404.0,10404.0,17.0,40,7,0,1,1,0,0,0
calm the fck down an irreverent adult coloring book irreverent book series,sasha ohara,Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,Non Fiction,2016,2016,1,4.6,10369.0,10369.0,4.0,78,12,1,0,1,0,0,0
make your bed little things that can change your lifeand maybe the world,admiral william h mcraven,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Non Fiction,2017,2017,1,4.7,10199.0,10199.0,11.0,76,13,1,0,1,0,0,0
the president is missing a novel,james patterson,The President Is Missing: A Novel,James Patterson,Fiction,2018,2018,1,4.3,10191.0,10191.0,18.0,33,6,1,0,1,0,0,0
good days start with gratitude a 52 week guide to cultivate an attitude of gratitude gratitude journal,pretty simple press,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,Non Fiction,2019,2019,1,4.6,10141.0,10141.0,6.0,104,17,1,1,1,0,0,0
the maze runner book 1,james dashner,The Maze Runner (Book 1),James Dashner,Fiction,2014,2014,1,4.5,10101.0,10101.0,8.0,24,5,0,1,1,0,0,0
harry potter and the sorcerers stone the illustrated edition harry potter book 1,jk rowling,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,Fiction,2016,2016,1,4.9,10052.0,10052.0,22.0,85,13,1,1,1,0,0,0
where the wild things are,maurice sendak,Where the Wild Things Are,Maurice Sendak,Fiction,2009,2009,1,4.8,9967.0,9967.0,13.0,25,5,0,0,1,0,0,0
the hate u give,angie thomas,The Hate U Give,Angie Thomas,Fiction,2018,2018,1,4.8,9947.0,9947.0,11.0,15,4,0,0,1,0,0,0
magnolia table a collection of recipes for gathering,joanna gaines,Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,Non Fiction,2018,2018,1,4.8,9867.0,9867.0,16.0,53,8,1,0,1,0,0,0
breaking dawn the twilight saga book 4,stephenie meyer,"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,Fiction,2009,2009,1,4.6,9769.0,9769.0,13.0,41,7,0,1,1,0,0,0
go the fk to sleep,adam mansbach,Go the F**k to Sleep,Adam Mansbach,Fiction,2011,2011,1,4.8,9568.0,9568.0,9.0,20,5,0,0,1,0,0,0
wrecking ball diary of a wimpy kid book 14,jeff kinney,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,Fiction,2019,2019,1,4.9,9413.0,9413.0,8.0,44,9,0,1,1,0,0,0
strange planet strange planet series,nathan w pyle,Strange Planet (Strange Planet Series),Nathan W. Pyle,Fiction,2019,2019,1,4.9,9382.0,9382.0,6.0,38,5,0,0,1,0,0,0
astrophysics for people in a hurry,neil degrasse tyson,Astrophysics for People in a Hurry,Neil deGrasse Tyson,Non Fiction,2017,2017,1,4.7,9374.0,9374.0,9.0,34,6,0,0,1,0,0,0
the casual vacancy,jk rowling,The Casual Vacancy,J.K. Rowling,Fiction,2012,2012,1,3.3,9372.0,9372.0,12.0,18,3,0,0,1,0,0,0
secret garden an inky treasure hunt and coloring book for adults mindfulness coloring,johanna basford,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,Non Fiction,2015,2015,1,4.7,9366.0,9366.0,9.0,89,13,1,0,1,0,0,0
llama llama i love you,anna dewdney,Llama Llama I Love You,Anna Dewdney,Fiction,2022,2022,1,4.8,9361.0,9361.0,5.0,22,5,0,0,1,0,0,0
what if serious scientific answers to absurd hypothetical questions,randall munroe,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Non Fiction,2014,2014,1,4.7,9292.0,9292.0,17.0,69,9,1,0,1,0,0,0
alexander hamilton,ron chernow,Alexander Hamilton,Ron Chernow,Non Fiction,2016,2016,1,4.8,9198.0,9198.0,13.0,18,2,0,0,1,0,0,0
dog man for whom the ball rolls from the creator of captain underpants dog man 7,dav pilkey,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,Fiction,2019,2019,1,4.9,9089.0,9089.0,8.0,85,16,1,1,1,0,0,0
the unofficial harry potter cookbook from cauldron cakes to knickerbocker glorymore than 150 magical recipes for,dinah bucholz,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,Non Fiction,2019,2019,1,4.7,9030.0,9030.0,10.0,116,16,1,1,1,0,0,0
water for elephants a novel,sara gruen,Water for Elephants: A Novel,Sara Gruen,Fiction,2011,2011,1,4.5,8958.0,8958.0,12.0,28,5,1,0,1,0,0,0
killing the rising sun how america vanquished world war ii japan bill oreillys killing series,bill oreilly,Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,Non Fiction,2016,2016,1,4.8,8916.0,8916.0,6.0,98,15,1,0,1,0,0,0
the lost symbol,dan brown,The Lost Symbol,Dan Brown,Fiction,2009,2009,1,4.2,8747.0,8747.0,19.0,15,3,0,0,1,0,0,0
killing kennedy the end of camelot,bill oreilly,Killing Kennedy: The End of Camelot,Bill O'Reilly,Non Fiction,2012,2012,1,4.6,8634.0,8634.0,25.0,35,6,1,0,1,0,0,0
the guernsey literary and potato peel pie society,mary ann shaffer,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,Fiction,2009,2009,1,4.7,8587.0,8587.0,10.0,49,8,0,0,1,0,0,0
looking for alaska,john green,Looking for Alaska,John Green,Fiction,2014,2014,1,4.5,8491.0,8491.0,7.0,18,3,0,0,1,0,0,0
killers of the flower moon the osage murders and the birth of the fbi,david grann,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,Non Fiction,2017,2017,1,4.6,8393.0,8393.0,17.0,70,14,1,0,1,0,0,0
no easy day the autobiography of a navy seal the firsthand account of the mission that killed osama bin laden,mark owen,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,Non Fiction,2012,2012,1,4.6,8093.0,8093.0,14.0,111,20,1,0,1,0,0,0
difficult riddles for smart kids 300 difficult riddles and brain teasers families will love books for smart kids,m prefontaine,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,Non Fiction,2019,2019,1,4.6,7955.0,7955.0,5.0,115,18,1,1,1,0,0,0
thirteen reasons why,jay asher,Thirteen Reasons Why,Jay Asher,Fiction,2017,2017,1,4.5,7932.0,7932.0,9.0,20,3,0,0,1,0,0,0
national geographic little kids first big book of why national geographic little kids first big books,amy shields,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,Non Fiction,2019,2019,1,4.8,7866.0,7866.0,11.0,103,16,0,0,1,0,0,0
the magnolia story,chip gaines,The Magnolia Story,Chip Gaines,Non Fiction,2016,2016,1,4.9,7861.0,7861.0,5.0,18,3,0,0,1,0,0,0
harry potter and the goblet of fire the illustrated edition harry potter book 4 4,j k rowling,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,Fiction,2019,2019,1,4.9,7758.0,7758.0,18.0,87,15,1,1,1,0,0,0
5000 awesome facts about everything national geographic kids,national geographic kids,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,Non Fiction,2019,2019,1,4.8,7665.0,7665.0,12.0,66,8,0,1,1,0,0,0
girl stop apologizing a shamefree plan for embracing and achieving your goals,rachel hollis,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,Non Fiction,2019,2019,1,4.6,7660.0,7660.0,12.0,80,12,1,0,1,0,0,0
lettering and modern calligraphy a beginners guide learn hand lettering and brush lettering,paper peony press,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Non Fiction,2018,2018,1,4.4,7550.0,7550.0,6.0,94,13,1,0,1,0,0,0
the girl who played with fire millennium,stieg larsson,The Girl Who Played with Fire (Millennium),Stieg Larsson,Fiction,2009,2009,1,4.7,7251.0,7251.0,16.0,42,7,0,0,1,0,0,0
the girl who played with fire millennium series,stieg larsson,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,Fiction,2010,2010,1,4.7,7251.0,7251.0,9.0,49,8,0,0,1,0,0,0
if i stay,gayle forman,If I Stay,Gayle Forman,Fiction,2014,2014,1,4.3,7153.0,7153.0,9.0,9,3,0,0,1,0,0,0
rush revere and the brave pilgrims timetravel adventures with exceptional americans 1,rush limbaugh,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Fiction,2013,2013,1,4.9,7150.0,7150.0,12.0,89,12,1,1,1,0,0,0
its not supposed to be this way finding unexpected strength when disappointments leave you shattered,lysa terkeurst,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,Non Fiction,2019,2019,1,4.8,7062.0,7062.0,12.0,102,15,1,0,1,0,0,0
the plant paradox the hidden dangers in healthy foods that cause disease and weight gain,dr steven r gundry md,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,Non Fiction,2018,2018,1,4.4,7058.0,7058.0,17.0,91,15,1,0,1,0,0,0
things that matter three decades of passions pastimes and politics deckled edge,charles krauthammer,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,Non Fiction,2013,2013,1,4.7,7034.0,7034.0,15.0,83,12,1,0,1,0,0,0
the house of hades heroes of olympus book 4,rick riordan,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,Fiction,2013,2013,1,4.8,6982.0,6982.0,14.0,46,9,0,1,1,0,0,0
little blue trucks valentine,alice schertle,Little Blue Truck's Valentine,Alice Schertle,Fiction,2022,2022,1,4.9,6959.0,6959.0,11.0,29,4,0,0,1,0,0,0
diary of a wimpy kid hard luck book 8,jeff kinney,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,Fiction,2013,2013,1,4.8,6812.0,6812.0,0.0,39,9,1,1,1,0,0,0
under the dome a novel,stephen king,Under the Dome: A Novel,Stephen King,Fiction,2009,2009,1,4.3,6740.0,6740.0,20.0,23,5,1,0,1,0,0,0
whose boat is this boat comments that dont help in the aftermath of a hurricane,the staff of the late show with,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,Non Fiction,2018,2018,1,4.6,6669.0,6669.0,12.0,82,15,1,0,1,0,0,0
the 1619 project a new origin story,nikole hannahjones,The 1619 Project: A New Origin Story,Nikole Hannah-Jones,Non Fiction,2022,2022,1,4.8,6657.0,6657.0,23.0,36,7,1,1,1,0,0,0
the blood of olympus the heroes of olympus 5,rick riordan,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,Fiction,2014,2014,1,4.8,6600.0,6600.0,11.0,48,9,0,1,1,0,0,0
diary of a wimpy kid the long haul,jeff kinney,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,Fiction,2014,2014,1,4.8,6540.0,6540.0,22.0,35,8,1,0,1,0,0,0
the third wheel diary of a wimpy kid book 7,jeff kinney,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,Fiction,2012,2012,1,4.7,6377.0,6377.0,7.0,46,10,0,1,1,0,0,0
allegiant,veronica roth,Allegiant,Veronica Roth,Fiction,2013,2013,1,3.9,6310.0,6310.0,13.0,9,1,0,0,1,0,0,0
the mark of athena heroes of olympus book 3,rick riordan,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,Fiction,2012,2012,1,4.8,6247.0,6247.0,10.0,46,9,0,1,1,0,0,0
the litigators,john grisham,The Litigators,John Grisham,Fiction,2011,2011,1,4.4,6222.0,6222.0,18.0,14,2,0,0,1,0,0,0
old school diary of a wimpy kid 10,jeff kinney,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,Fiction,2015,2015,1,4.8,6169.0,6169.0,7.0,37,8,0,1,1,0,0,0
the wright brothers,david mccullough,The Wright Brothers,David McCullough,Non Fiction,2015,2015,1,4.7,6169.0,6169.0,16.0,19,3,0,0,1,0,0,0
crazy rich asians crazy rich asians trilogy,kevin kwan,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,Fiction,2018,2018,1,4.3,6143.0,6143.0,8.0,45,7,0,0,1,0,0,0
lean in women work and the will to lead,sheryl sandberg,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Non Fiction,2013,2013,1,4.5,6132.0,6132.0,13.0,42,9,1,0,1,0,0,0
unicorn coloring book for kids ages 48 us edition silly bear coloring books,silly bear,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,Non Fiction,2019,2019,1,4.8,6108.0,6108.0,4.0,81,13,1,1,1,0,0,0
fear trump in the white house,bob woodward,Fear: Trump in the White House,Bob Woodward,Non Fiction,2018,2018,1,4.4,6042.0,6042.0,2.0,30,6,1,0,1,0,0,0
how to catch a leprechaun,adam wallace,How to Catch a Leprechaun,Adam Wallace,Fiction,2022,2022,1,4.8,6020.0,6020.0,10.0,25,5,0,0,1,0,0,0
a higher loyalty truth lies and leadership,james comey,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Non Fiction,2018,2018,1,4.7,5983.0,5983.0,3.0,45,7,1,0,1,0,0,0
